CURRENTDUE,SORTNAME,PROJECTTYPE,BUDGETEDEMPLOYEE,ROLE,DATERECEIVED,STATUS,GROUPS,DETAILBUDGETHOURS,CLTNUM,INCHARGE,PRIMARYPARTNER,DESCRIPTION,PREPARERPOOL,ENGDESC,SKILLLEVEL
4/15/2024,"Hayes, Bode and Becker",Individual Income Tax,"Cummings, Sara",Reviewer,3/31/2024,Completed / NA,Borrego,2,53716,"Cummings, Sara","Cummings, Sara",,No Selection,,Partner
4/15/2024,"Hayes, Bode and Becker",Individual Income Tax,"Paul, Cayson",Preparer,3/31/2024,Completed / NA,Borrego,4,53716,"Cummings, Sara","Cummings, Sara",,No Selection,,Intern
4/15/2024,Nitzsche - Jerde,Individual Income Tax,"Dennis, Nicholas",Reviewer,3/30/2024,"In, Unassigned",Binkley,4,211,"Duran, Angel","Duran, Angel",,Intern Pool,Tax,No Selection
4/15/2024,Nitzsche - Jerde,Individual Income Tax,Intern,Preparer,3/30/2024,"In, Unassigned",Binkley,6,211,"Duran, Angel","Duran, Angel",,Intern Pool,Tax,Intern
4/15/2024,Nitzsche - Jerde,Individual Income Tax,"Love, Harrison",Reviewer,3/30/2024,"In, Unassigned",Binkley,1,211,"Duran, Angel","Duran, Angel",,Intern Pool,Tax,Partner
4/15/2024,Nitzsche - Jerde,Individual Income Tax,"Duran, Angel",Reviewer,3/30/2024,"In, Unassigned",Binkley,3,211,"Duran, Angel","Duran, Angel",,Intern Pool,Tax,Partner
4/15/2024,"Rogahn, Braun and Jakubowski",Individual Income Tax,"Olsen, Murphy",Reviewer,3/30/2024,"In, Unassigned",Elizondo,5,2410,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Senior
4/15/2024,"Rogahn, Braun and Jakubowski",Individual Income Tax,Intern,Preparer,3/30/2024,"In, Unassigned",Elizondo,8,2410,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Intern
4/15/2024,"Rogahn, Braun and Jakubowski",Individual Income Tax,"Gray, Kori",Reviewer,3/30/2024,"In, Unassigned",Elizondo,2,2410,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Manager
4/15/2024,Berge - Senger,Individual Income Tax,"Olsen, Murphy",Reviewer,3/30/2024,"In, Unassigned",Elizondo,5,2461,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Senior
4/15/2024,Berge - Senger,Individual Income Tax,Intern,Preparer,3/30/2024,"In, Unassigned",Elizondo,8,2461,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Intern
4/15/2024,Berge - Senger,Individual Income Tax,"Gray, Kori",Reviewer,3/30/2024,"In, Unassigned",Elizondo,2,2461,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Manager
4/15/2024,Lehner - Boyle,Individual Income Tax,"Cummings, Sara",Reviewer,3/30/2024,"In, Unassigned",Baird,2,51393,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Partner
4/15/2024,Lehner - Boyle,Individual Income Tax,Intern,Preparer,3/30/2024,"In, Unassigned",Baird,4,51393,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Intern
4/15/2024,"Gleason, Kemmer and Cole",Individual Income Tax,"Morrow, Esperanza",Reviewer,3/30/2024,"In, Assigned",Batista,2,52836,"Howe, Jerry","Howe, Jerry",,Intern Pool,Tax,Manager
4/15/2024,"Gleason, Kemmer and Cole",Individual Income Tax,"Howe, Jerry",Reviewer,3/30/2024,"In, Assigned",Batista,1,52836,"Howe, Jerry","Howe, Jerry",,Intern Pool,Tax,Supervisor
4/15/2024,"Gleason, Kemmer and Cole",Individual Income Tax,"Love, Harrison",Reviewer,3/30/2024,"In, Assigned",Batista,1,52836,"Howe, Jerry","Howe, Jerry",,Intern Pool,Tax,Partner
4/15/2024,"Gleason, Kemmer and Cole",Individual Income Tax,"Novak, Shelby",Preparer,3/30/2024,"In, Assigned",Batista,4,52836,"Howe, Jerry","Howe, Jerry",,Intern Pool,Tax,Associate
4/15/2024,Stanton - Okuneva,Trust Income Tax,"Howe, Jerry",Reviewer,3/30/2024,"In, Assigned",Batista,2,52837,"Howe, Jerry","Howe, Jerry",,Staff Pool,Tax,Supervisor
4/15/2024,Stanton - Okuneva,Trust Income Tax,"Love, Harrison",Reviewer,3/30/2024,"In, Assigned",Batista,1,52837,"Howe, Jerry","Howe, Jerry",,Staff Pool,Tax,Partner
4/15/2024,Stanton - Okuneva,Trust Income Tax,"Novak, Shelby",Preparer,3/30/2024,"In, Assigned",Batista,2,52837,"Howe, Jerry","Howe, Jerry",,Staff Pool,Tax,Associate
9/15/2024,Green - Fahey,Partnership Income Tax,No Selection,Reviewer,3/29/2024,Prep Complete,Gentile,6,1183,"Middleton, Cecilia","Middleton, Cecilia",,Staff Pool,Tax,Supervisor
9/15/2024,Green - Fahey,Partnership Income Tax,"Middleton, Cecilia",Reviewer,3/29/2024,Prep Complete,Gentile,5,1183,"Middleton, Cecilia","Middleton, Cecilia",,Staff Pool,Tax,Senior
9/15/2024,Green - Fahey,Partnership Income Tax,"Chen, Lyla",Preparer,3/29/2024,Prep Complete,Gentile,7,1183,"Middleton, Cecilia","Middleton, Cecilia",,Staff Pool,Tax,Associate
4/15/2024,Block Group,Individual Income Tax,"Morrow, Esperanza",Reviewer,3/29/2024,"In, Unassigned",ZZINDIV,1,50495,"Dennis, Nicholas","Dennis, Nicholas",,Intern Pool,Tax,Manager
4/15/2024,Block Group,Individual Income Tax,"Dennis, Nicholas",Reviewer,3/29/2024,"In, Unassigned",ZZINDIV,2,50495,"Dennis, Nicholas","Dennis, Nicholas",,Intern Pool,Tax,No Selection
4/15/2024,Block Group,Individual Income Tax,Intern,Preparer,3/29/2024,"In, Unassigned",ZZINDIV,4,50495,"Dennis, Nicholas","Dennis, Nicholas",,Intern Pool,Tax,Intern
4/15/2024,Block Group,Individual Income Tax,"Love, Harrison",Reviewer,3/29/2024,"In, Unassigned",ZZINDIV,2,50495,"Dennis, Nicholas","Dennis, Nicholas",,Intern Pool,Tax,Partner
4/15/2024,Littel - Schmidt,Individual Income Tax,"Cummings, Sara",Reviewer,3/29/2024,In Prep,Medellin,5,50792,"Cummings, Sara","Cummings, Sara",,Staff Pool,Tax,Partner
4/15/2024,Littel - Schmidt,Individual Income Tax,"McCall, Nelson",Preparer,3/29/2024,In Prep,Medellin,10,50792,"Cummings, Sara","Cummings, Sara",,Staff Pool,Tax,Associate
10/15/2024,Ratke Inc,Individual Income Tax,"Morrow, Esperanza",Reviewer,3/29/2024,"In, Unassigned",Kushner,3,52401,"Morrow, Esperanza","Morrow, Esperanza",,Intern Pool,Tax,Manager
10/15/2024,Ratke Inc,Individual Income Tax,Intern,Preparer,3/29/2024,"In, Unassigned",Kushner,4,52401,"Morrow, Esperanza","Morrow, Esperanza",,Intern Pool,Tax,Intern
4/15/2024,Bins and Sons,Individual Income Tax,Intern,Preparer,3/29/2024,"In, Unassigned",Backus,1,52810,"Duran, Angel","Duran, Angel",,Intern Pool,Tax,Intern
4/15/2024,Bins and Sons,Individual Income Tax,"Duran, Angel",Reviewer,3/29/2024,"In, Unassigned",Backus,1,52810,"Duran, Angel","Duran, Angel",,Intern Pool,Tax,Partner
4/15/2024,Labadie Inc,Individual Income Tax,"Morrow, Esperanza",Reviewer,3/29/2024,"In, Unassigned",Hamlet,2,52820,"Howe, Jerry","Howe, Jerry",,Intern Pool,Tax,Manager
4/15/2024,Labadie Inc,Individual Income Tax,"Howe, Jerry",Reviewer,3/29/2024,"In, Unassigned",Hamlet,2,52820,"Howe, Jerry","Howe, Jerry",,Intern Pool,Tax,Manager
4/15/2024,Labadie Inc,Individual Income Tax,Intern,Preparer,3/29/2024,"In, Unassigned",Hamlet,6,52820,"Howe, Jerry","Howe, Jerry",,Intern Pool,Tax,Intern
4/15/2024,Labadie Inc,Individual Income Tax,Intern,Preparer,3/29/2024,"In, Unassigned",Hamlet,2,52820,"Howe, Jerry","Howe, Jerry",,Intern Pool,Tax,Intern
4/15/2024,Labadie Inc,Individual Income Tax,"Love, Harrison",Reviewer,3/29/2024,"In, Unassigned",Hamlet,1,52820,"Howe, Jerry","Howe, Jerry",,Intern Pool,Tax,Partner
4/15/2024,"Langworth, Smitham and Emmerich",Individual Income Tax,"Howe, Jerry",Reviewer,3/29/2024,"In, Unassigned",New,3,53511,"Howe, Jerry","Howe, Jerry",,No Selection,,Manager
4/15/2024,"Langworth, Smitham and Emmerich",Individual Income Tax,Intern,Preparer,3/29/2024,"In, Unassigned",New,6,53511,"Howe, Jerry","Howe, Jerry",,No Selection,,Intern
4/15/2024,"Langworth, Smitham and Emmerich",Individual Income Tax,"Love, Harrison",Reviewer,3/29/2024,"In, Unassigned",New,1,53511,"Howe, Jerry","Howe, Jerry",,No Selection,,Partner
4/15/2024,Hoppe Group,Individual Income Tax,"Pacheco, Louisa",Preparer,3/29/2024,Prep Complete,Winkelman,6,53657,"Gardner, Asa","Gardner, Asa",,No Selection,,Associate
4/15/2024,Hoppe Group,Individual Income Tax,"Gardner, Asa",Reviewer,3/29/2024,Prep Complete,Winkelman,1,53657,"Gardner, Asa","Gardner, Asa",,No Selection,,Partner
4/15/2024,Hoppe Group,Individual Income Tax,"Morrow, Gordon",Reviewer,3/29/2024,Prep Complete,Winkelman,3,53657,"Gardner, Asa","Gardner, Asa",,No Selection,,No Selection
4/15/2024,Parker - Mann,Individual Income Tax,Intern,Preparer,3/28/2024,"In, Unassigned",ZZINDIV,4,1039,"Love, Harrison","Love, Harrison",,Intern Pool,Tax,Intern
4/15/2024,Parker - Mann,Individual Income Tax,"Love, Harrison",Reviewer,3/28/2024,"In, Unassigned",ZZINDIV,2,1039,"Love, Harrison","Love, Harrison",,Intern Pool,Tax,Partner
4/15/2024,Barton - Abernathy,Individual Income Tax,"Cummings, Sara",Reviewer,3/28/2024,Completed / NA,Kindred,2,00C6030,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Partner
4/15/2024,Barton - Abernathy,Individual Income Tax,Intern,Preparer,3/28/2024,Completed / NA,Kindred,4,00C6030,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Intern
5/15/2024,Kirlin - Streich,Non-Profit Income Tax - Private Foundations,"Pacheco, Louisa",Preparer,3/28/2024,"In, Unassigned",Kushner,10,51256,"Gray, Kori","Gray, Kori",,Staff Pool,Tax,Associate
5/15/2024,Kirlin - Streich,Non-Profit Income Tax - Private Foundations,"Olsen, Murphy",Reviewer,3/28/2024,"In, Unassigned",Kushner,0.25,51256,"Gray, Kori","Gray, Kori",,Staff Pool,Tax,Supervisor
5/15/2024,Kirlin - Streich,Non-Profit Income Tax - Private Foundations,"Gray, Kori",Reviewer,3/28/2024,"In, Unassigned",Kushner,2,51256,"Gray, Kori","Gray, Kori",,Staff Pool,Tax,Manager
4/15/2024,Brown - Goldner,Individual Income Tax,"Dennis, Nicholas",Reviewer,3/28/2024,"In, Assigned",Haas,6,51936,"Middleton, Cecilia","Middleton, Cecilia",,Staff Pool,Tax,No Selection
4/15/2024,Brown - Goldner,Individual Income Tax,"Love, Harrison",Reviewer,3/28/2024,"In, Assigned",Haas,2,51936,"Middleton, Cecilia","Middleton, Cecilia",,Staff Pool,Tax,Partner
4/15/2024,Brown - Goldner,Individual Income Tax,"Small, Diego",Preparer,3/28/2024,"In, Assigned",Haas,12,51936,"Middleton, Cecilia","Middleton, Cecilia",,Staff Pool,Tax,Associate
4/15/2024,Brown - Goldner,Individual Income Tax,"Middleton, Cecilia",Reviewer,3/28/2024,"In, Assigned",Haas,6,51936,"Middleton, Cecilia","Middleton, Cecilia",,Staff Pool,Tax,Senior
4/15/2024,"Runte, Stiedemann and Hammes",Individual Income Tax,"Cummings, Sara",Reviewer,3/28/2024,"In, Unassigned",Moose,2,52070,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Partner
4/15/2024,"Runte, Stiedemann and Hammes",Individual Income Tax,Intern,Preparer,3/28/2024,"In, Unassigned",Moose,4,52070,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Intern
4/15/2024,Torphy and Sons,Individual Income Tax,Intern,Preparer,3/28/2024,"In, Unassigned",Cobb,5,52478,"Gardner, Asa","Gardner, Asa",,Intern Pool,Tax,Intern
4/15/2024,Torphy and Sons,Individual Income Tax,Intern,Preparer,3/28/2024,"In, Unassigned",Cobb,2,52478,"Gardner, Asa","Gardner, Asa",Madeline,Intern Pool,Tax,Intern
4/15/2024,Torphy and Sons,Individual Income Tax,"Love, Harrison",Reviewer,3/28/2024,"In, Unassigned",Cobb,1,52478,"Gardner, Asa","Gardner, Asa",,Intern Pool,Tax,Partner
4/15/2024,Torphy and Sons,Individual Income Tax,"Love, Harrison",Tech Reviewer,3/28/2024,"In, Unassigned",Cobb,1,52478,"Gardner, Asa","Gardner, Asa",Madeline,Intern Pool,Tax,Partner
4/15/2024,Torphy and Sons,Individual Income Tax,"Gardner, Asa",Reviewer,3/28/2024,"In, Unassigned",Cobb,3,52478,"Gardner, Asa","Gardner, Asa",,Intern Pool,Tax,Supervisor
4/15/2024,Torphy and Sons,Individual Income Tax,"Gardner, Asa",Reviewer,3/28/2024,"In, Unassigned",Cobb,1,52478,"Gardner, Asa","Gardner, Asa",Madeline,Intern Pool,Tax,Manager
4/15/2024,Kling Inc,Individual Income Tax,"Cummings, Sara",Reviewer,3/28/2024,"In, Unassigned",Borrego,2,52813,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Partner
4/15/2024,Kling Inc,Individual Income Tax,Intern,Preparer,3/28/2024,"In, Unassigned",Borrego,6,52813,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Intern
4/15/2024,Zieme Group,Individual Income Tax,Intern,Preparer,3/27/2024,"In, Unassigned",Devault,5,459,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Intern
4/15/2024,Zieme Group,Individual Income Tax,"Gray, Kori",Reviewer,3/27/2024,"In, Unassigned",Devault,2,459,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Manager
4/30/2024,"Pfeffer, Larkin and Terry",Payroll Tax (941),"Morrow, Esperanza",Reviewer,3/27/2024,Waiting For Final Info,Sams,1,1213,"Gray, Kori","Gray, Kori",Q1 Payroll Tax Returns,,Tax,Manager
4/30/2024,"Pfeffer, Larkin and Terry",Payroll Tax (941),"Gray, Kori",Reviewer,3/27/2024,Waiting For Final Info,Sams,0.25,1213,"Gray, Kori","Gray, Kori",Q1 Payroll Tax Returns,,Tax,Manager
4/30/2024,"Pfeffer, Larkin and Terry",Payroll Tax (941),"Ingram, Bishop",Preparer,3/27/2024,Waiting For Final Info,Sams,2,1213,"Gray, Kori","Gray, Kori",Q1 Payroll Tax Returns,,Tax,No Selection
4/15/2024,McKenzie Inc,Individual Income Tax,"Cummings, Sara",Reviewer,3/27/2024,"In, Assigned",Ly,4,1447,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Partner
4/15/2024,McKenzie Inc,Individual Income Tax,"Montoya, Eloise",Preparer,3/27/2024,"In, Assigned",Ly,12,1447,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Associate
4/15/2024,Rogahn Inc,Individual Income Tax,Intern,Preparer,3/27/2024,"In, Unassigned",Meagher,5,1730,"Thornton, Madilynn","Thornton, Madilynn",,Intern Pool,Tax,Intern
4/15/2024,Rogahn Inc,Individual Income Tax,"Hubbard, Braden",Reviewer,3/27/2024,"In, Unassigned",Meagher,2,1730,"Thornton, Madilynn","Thornton, Madilynn",,Intern Pool,Tax,Partner
4/15/2024,Rogahn Inc,Individual Income Tax,"Thornton, Madilynn",Reviewer,3/27/2024,"In, Unassigned",Meagher,4,1730,"Thornton, Madilynn","Thornton, Madilynn",,Intern Pool,Tax,Manager
4/30/2024,"Denesik, Ziemann and Pagac",Payroll Tax (941),"Morrow, Esperanza",Reviewer,3/27/2024,Waiting For Final Info,Cate,1,2250,"Lugo, Kyree","Gray, Kori",Q1 Payroll Tax Returns,,Tax,Manager
4/30/2024,"Denesik, Ziemann and Pagac",Payroll Tax (941),"Ingram, Bishop",Preparer,3/27/2024,Waiting For Final Info,Cate,3,2250,"Lugo, Kyree","Gray, Kori",Q1 Payroll Tax Returns,,Tax,No Selection
4/30/2024,"Treutel, Mayer and Gislason",Payroll Tax (941),"Morrow, Esperanza",Reviewer,3/27/2024,In  Review,Toomey,0.5,2306,"Gray, Kori","Gray, Kori",Q1 payroll tax returns,,Tax,Manager
4/30/2024,"Treutel, Mayer and Gislason",Payroll Tax (941),"Gray, Kori",Reviewer,3/27/2024,In  Review,Toomey,0.5,2306,"Gray, Kori","Gray, Kori",Q1 payroll tax returns,,Tax,Partner
4/30/2024,"Treutel, Mayer and Gislason",Payroll Tax (941),"Ingram, Bishop",Preparer,3/27/2024,In  Review,Toomey,5,2306,"Gray, Kori","Gray, Kori",Q1 payroll tax returns,,Tax,No Selection
4/30/2024,Murphy - Parisian,Payroll Tax (941),"Morrow, Esperanza",Reviewer,3/27/2024,1st Review Complete,Dunigan,0.5,51675,"Lugo, Kyree","Gray, Kori",Q1 payroll tax returns,,TAX,Manager
4/30/2024,Murphy - Parisian,Payroll Tax (941),"Gray, Kori",Reviewer,3/27/2024,1st Review Complete,Dunigan,0.5,51675,"Lugo, Kyree","Gray, Kori",Q1 payroll tax returns,,TAX,Partner
4/30/2024,Murphy - Parisian,Payroll Tax (941),"Ingram, Bishop",Preparer,3/27/2024,1st Review Complete,Dunigan,4,51675,"Lugo, Kyree","Gray, Kori",Q1 payroll tax returns,,TAX,No Selection
4/15/2024,Becker - Huels,Individual Income Tax,"Morrow, Esperanza",Reviewer,3/27/2024,In Prep,Batista,2,52839,"Howe, Jerry","Howe, Jerry",,Intern Pool,Tax,Manager
4/15/2024,Becker - Huels,Individual Income Tax,"Howe, Jerry",Reviewer,3/27/2024,In Prep,Batista,1,52839,"Howe, Jerry","Howe, Jerry",,Intern Pool,Tax,Supervisor
4/15/2024,Becker - Huels,Individual Income Tax,"Love, Harrison",Reviewer,3/27/2024,In Prep,Batista,1,52839,"Howe, Jerry","Howe, Jerry",,Intern Pool,Tax,Partner
4/15/2024,Becker - Huels,Individual Income Tax,"Novak, Shelby",Preparer,3/27/2024,In Prep,Batista,4,52839,"Howe, Jerry","Howe, Jerry",,Intern Pool,Tax,Associate
4/15/2024,Rath - Wuckert,Individual Income Tax,"Dennis, Nicholas",Reviewer,3/27/2024,In Prep,Elizalde,3,53063,"Middleton, Cecilia","Hubbard, Braden",,Staff Pool,Tax,No Selection
4/15/2024,Rath - Wuckert,Individual Income Tax,"Middleton, Cecilia",Reviewer,3/27/2024,In Prep,Elizalde,1,53063,"Middleton, Cecilia","Hubbard, Braden",,Staff Pool,Tax,Manager
4/15/2024,Rath - Wuckert,Individual Income Tax,"Chen, Lyla",Preparer,3/27/2024,In Prep,Elizalde,40,53063,"Middleton, Cecilia","Hubbard, Braden",,Staff Pool,Tax,Associate
4/15/2024,Rath - Wuckert,Individual Income Tax,"Hubbard, Braden",Reviewer,3/27/2024,In Prep,Elizalde,10,53063,"Middleton, Cecilia","Hubbard, Braden",,Staff Pool,Tax,Partner
6/15/2024,"MacGyver, Keebler and Mueller",Individual Income Tax,Intern,Preparer,3/27/2024,"In, Unassigned",Bridges,3,53127,"Middleton, Cecilia","Middleton, Cecilia",,Intern Pool,Tax,Intern
6/15/2024,"MacGyver, Keebler and Mueller",Individual Income Tax,"Middleton, Cecilia",Reviewer,3/27/2024,"In, Unassigned",Bridges,2,53127,"Middleton, Cecilia","Middleton, Cecilia",,Intern Pool,Tax,Manager
4/15/2024,Berge - Sipes,Individual Income Tax,Intern,Preparer,3/27/2024,"In, Unassigned",Zalewski,4,53182,"Gardner, Asa","Gardner, Asa",,Intern Pool,Tax,Intern
4/15/2024,Berge - Sipes,Individual Income Tax,"Gardner, Asa",Reviewer,3/27/2024,"In, Unassigned",Zalewski,2,53182,"Gardner, Asa","Gardner, Asa",,Intern Pool,Tax,Partner
4/15/2024,Dicki - Roob,Individual Income Tax,Intern,Preparer,3/27/2024,"In, Unassigned",Kirkman,8,53211,"Duran, Angel","Duran, Angel",,Intern Pool,,Intern
4/15/2024,Dicki - Roob,Individual Income Tax,"Love, Harrison",Reviewer,3/27/2024,"In, Unassigned",Kirkman,1,53211,"Duran, Angel","Duran, Angel",,Intern Pool,,Partner
4/15/2024,Dicki - Roob,Individual Income Tax,"Brady, Ares",Reviewer,3/27/2024,"In, Unassigned",Kirkman,1,53211,"Duran, Angel","Duran, Angel",,Intern Pool,,Manager
4/15/2024,Dicki - Roob,Individual Income Tax,"Duran, Angel",Reviewer,3/27/2024,"In, Unassigned",Kirkman,2,53211,"Duran, Angel","Duran, Angel",,Intern Pool,,Partner
4/30/2024,"O'Kon, Gerlach and Stark",Payroll Tax (941),"Morrow, Esperanza",Reviewer,3/27/2024,1st Review Complete,Cote,1,53399,"Gray, Kori","Gray, Kori",Q1 Payroll Tax Returns,No Selection,,Manager
4/30/2024,"O'Kon, Gerlach and Stark",Payroll Tax (941),"Ingram, Bishop",Preparer,3/27/2024,1st Review Complete,Cote,2,53399,"Gray, Kori","Gray, Kori",Q1 Payroll Tax Returns,No Selection,,No Selection
4/15/2024,Zboncak - Halvorson,Trust Income Tax,"Dennis, Nicholas",Reviewer,3/27/2024,In Prep,Elizalde,3,53495,"Hubbard, Braden","Hubbard, Braden",,Staff Pool,,No Selection
4/15/2024,Zboncak - Halvorson,Trust Income Tax,"Middleton, Cecilia",Reviewer,3/27/2024,In Prep,Elizalde,1,53495,"Hubbard, Braden","Hubbard, Braden",,Staff Pool,,Manager
4/15/2024,Zboncak - Halvorson,Trust Income Tax,"Chen, Lyla",Preparer,3/27/2024,In Prep,Elizalde,10,53495,"Hubbard, Braden","Hubbard, Braden",,Staff Pool,,Associate
4/15/2024,Zboncak - Halvorson,Trust Income Tax,"Hubbard, Braden",Reviewer,3/27/2024,In Prep,Elizalde,4,53495,"Hubbard, Braden","Hubbard, Braden",,Staff Pool,,Partner
4/15/2024,"Kuhn, Jakubowski and Fadel",Partnership Income Tax,No Selection,Preparer,3/27/2024,Completed / NA,Sato,2,53501,"Cummings, Sara","Cummings, Sara",,No Selection,,No Selection
4/15/2024,"Kuhn, Jakubowski and Fadel",Partnership Income Tax,"Cummings, Sara",Reviewer,3/27/2024,Completed / NA,Sato,1,53501,"Cummings, Sara","Cummings, Sara",,No Selection,,Partner
4/15/2024,"Pfeffer, Larkin and Mertz",Individual Income Tax,"Newman, Owen",Preparer,3/27/2024,"In, Assigned",Boring,1,53525,"Duran, Angel","Duran, Angel",,No Selection,,Intern
4/15/2024,"Pfeffer, Larkin and Mertz",Individual Income Tax,"Duran, Angel",Reviewer,3/27/2024,"In, Assigned",Boring,1,53525,"Duran, Angel","Duran, Angel",,No Selection,,Partner
4/15/2024,Runolfsdottir - Christiansen,Individual Income Tax,Intern,Preparer,3/26/2024,"In, Unassigned",Eades,4,337,"Brady, Ares","Brady, Ares",,Intern Pool,Tax,Intern
4/15/2024,Runolfsdottir - Christiansen,Individual Income Tax,"Brady, Ares",Reviewer,3/26/2024,"In, Unassigned",Eades,2,337,"Brady, Ares","Brady, Ares",,Intern Pool,Tax,Manager
4/15/2024,Morissette LLC,Individual Income Tax,"Gutierrez, Joyce",Preparer,3/26/2024,"In, Assigned",Kaiser,7,1173,"Hubbard, Braden","Hubbard, Braden",,Staff Pool,Tax,Associate
4/15/2024,Morissette LLC,Individual Income Tax,"Dennis, Nicholas",Reviewer,3/26/2024,"In, Assigned",Kaiser,4,1173,"Hubbard, Braden","Hubbard, Braden",,Staff Pool,Tax,No Selection
4/15/2024,Morissette LLC,Individual Income Tax,"Middleton, Cecilia",Reviewer,3/26/2024,"In, Assigned",Kaiser,1,1173,"Hubbard, Braden","Hubbard, Braden",,Staff Pool,Tax,Manager
4/15/2024,Morissette LLC,Individual Income Tax,"Hubbard, Braden",Reviewer,3/26/2024,"In, Assigned",Kaiser,3,1173,"Hubbard, Braden","Hubbard, Braden",,Staff Pool,Tax,Partner
4/15/2024,"Dicki, Strosin and Kub",Individual Income Tax,"Gutierrez, Joyce",Preparer,3/26/2024,In Prep,Lejeune,14,1333,"Gardner, Asa","Gardner, Asa",,,Tax,Associate
4/15/2024,"Dicki, Strosin and Kub",Individual Income Tax,"Gardner, Asa",Reviewer,3/26/2024,In Prep,Lejeune,8,1333,"Gardner, Asa","Gardner, Asa",,,Tax,Manager
4/15/2024,Friesen and Sons,Individual Income Tax,Intern,Preparer,3/26/2024,"In, Unassigned",Marty,5,1501,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Intern
4/15/2024,Friesen and Sons,Individual Income Tax,"Gray, Kori",Reviewer,3/26/2024,"In, Unassigned",Marty,3,1501,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Partner
4/15/2024,Huels - Ankunding,Trust Income Tax,Intern,Preparer,3/26/2024,"In, Unassigned",Eades,3,50561,"Brady, Ares","Brady, Ares",,Staff Pool,Tax,Intern
4/15/2024,Huels - Ankunding,Trust Income Tax,"Brady, Ares",Reviewer,3/26/2024,"In, Unassigned",Eades,2,50561,"Brady, Ares","Brady, Ares",,Staff Pool,Tax,Manager
4/15/2024,Romaguera Group,Individual Income Tax,"Gutierrez, Joyce",Preparer,3/26/2024,"In, Assigned",Sams,5,52126,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Associate
4/15/2024,Romaguera Group,Individual Income Tax,"Olsen, Murphy",Reviewer,3/26/2024,"In, Assigned",Sams,2,52126,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Senior
4/15/2024,Romaguera Group,Individual Income Tax,"Gray, Kori",Reviewer,3/26/2024,"In, Assigned",Sams,1,52126,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,Manager
